2024-01-07 18:23:23,533 INFO    MainThread:38966 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-01-07 18:23:23,533 INFO    MainThread:38966 [wandb_init.py:_pause_backend():435] pausing backend
2024-01-07 18:23:30,448 INFO    MainThread:38966 [wandb_init.py:_resume_backend():440] resuming backend
2024-01-07 18:23:31,016 INFO    MainThread:38966 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-01-07 18:23:31,017 INFO    MainThread:38966 [wandb_init.py:_pause_backend():435] pausing backend
2024-01-07 18:23:53,081 INFO    MainThread:38966 [wandb_init.py:_resume_backend():440] resuming backend
2024-01-07 18:23:53,083 INFO    MainThread:38966 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-01-07 18:23:53,083 INFO    MainThread:38966 [wandb_init.py:_pause_backend():435] pausing backend
2024-01-07 18:23:55,033 INFO    MainThread:38966 [wandb_init.py:_resume_backend():440] resuming backend
2024-01-07 18:23:56,875 INFO    MainThread:38966 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-01-07 18:23:56,876 INFO    MainThread:38966 [wandb_init.py:_pause_backend():435] pausing backend
2024-01-07 18:24:08,232 INFO    MainThread:38966 [wandb_init.py:_resume_backend():440] resuming backend
2024-01-07 18:24:08,234 INFO    MainThread:38966 [wandb_run.py:_finish():1962] finishing run adiazmazzola/grapes-leaf/icn4y2wq
2024-01-07 18:24:08,234 INFO    MainThread:38966 [jupyter.py:save_history():445] not saving jupyter history
2024-01-07 18:24:08,234 INFO    MainThread:38966 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-01-07 18:24:08,234 INFO    MainThread:38966 [wandb_init.py:_jupyter_teardown():452] cleaning up jupyter logic
2024-01-07 18:24:08,235 INFO    MainThread:38966 [wandb_run.py:_atexit_cleanup():2202] got exitcode: 0
2024-01-07 18:24:08,235 INFO    MainThread:38966 [wandb_run.py:_restore():2185] restore
2024-01-07 18:24:08,235 INFO    MainThread:38966 [wandb_run.py:_restore():2191] restore done
2024-01-07 18:24:15,575 INFO    MainThread:38966 [wandb_run.py:_footer_history_summary_info():3837] rendering history
2024-01-07 18:24:15,579 INFO    MainThread:38966 [wandb_run.py:_footer_history_summary_info():3869] rendering summary
2024-01-07 18:24:15,587 INFO    MainThread:38966 [wandb_run.py:_footer_sync_info():3796] logging synced files
